1485,2024-05-01 12:54:00.000000,2024-05-01 12:54:11.000000,2024-05-01 12:55:07.000000,"Chyba (strata signálu, vybitá batéria)",Stredná,Istebne,3,891
1486,2024-09-14 14:57:00.000000,2024-09-14 14:57:04.000000,2024-09-14 15:01:00.000000,Volajúci ukončil hovor,Žiadna,Humenne,10,2548
1487,2024-08-09 11:00:00.000000,2024-08-09 11:00:05.000000,2024-08-09 11:09:18.000000,Volajúci ukončil hovor,Stredná,Kosice,37,557
1488,2024-10-28 14:13:00.000000,2024-10-28 14:13:14.000000,2024-10-28 14:17:06.000000,Volajúci ukončil hovor,Stredná,Papradno,23,1848
1489,2024-06-14 12:01:00.000000,2024-06-14 12:01:08.000000,2024-06-14 12:04:06.000000,Dispečer ukončil hovor,Nízka,Skalite,56,2466
1490,2024-08-29 17:27:00.000000,2024-08-29 17:27:13.000000,2024-08-29 17:35:50.000000,Volajúci ukončil hovor,Stredná,Unin,21,2352
1491,2024-07-30 08:52:00.000000,2024-07-30 08:52:04.000000,2024-07-30 08:53:56.000000,Dispečer ukončil hovor,Nízka,Tekovska Breznica,22,2037
1492,2024-09-08 11:07:00.000000,2024-09-08 11:07:03.000000,2024-09-08 11:10:37.000000,Volajúci ukončil hovor,Nízka,Tvrdosin,23,699
1493,2024-06-22 16:30:00.000000,2024-06-22 16:30:10.000000,2024-06-22 16:30:42.000000,Volajúci ukončil hovor,Stredná,Hul,94,849
1494,2024-08-20 15:37:00.000000,2024-08-20 15:37:13.000000,2024-08-20 15:45:36.000000,Volajúci ukončil hovor,Stredná,Kaluza,39,1839
1495,2024-08-27 09:22:00.000000,2024-08-27 09:22:06.000000,2024-08-27 09:29:29.000000,Volajúci ukončil hovor,Vysoká,Dolna Suca,15,405
1496,2024-07-06 19:19:00.000000,2024-07-06 19:19:08.000000,2024-07-06 19:21:46.000000,Volajúci ukončil hovor,Stredná,Vysoka nad Kysucou,6,158
1497,2024-05-20 15:11:00.000000,2024-05-20 15:11:15.000000,2024-05-20 15:12:51.000000,Volajúci ukončil hovor,Stredná,Zemianske Kostolany,39,1125
1498,2024-09-11 13:42:00.000000,2024-09-11 13:42:04.000000,2024-09-11 13:45:36.000000,Dispečer ukončil hovor,Vysoká,Vyhne,16,831
1499,2024-08-27 08:15:00.000000,2024-08-27 08:15:12.000000,2024-08-27 08:21:00.000000,Volajúci ukončil hovor,Stredná,Podbrezova,52,520
1500,2024-03-19 16:49:00.000000,2024-03-19 16:49:09.000000,2024-03-19 16:52:57.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Popudinske Mocidlany,14,1778
1501,2024-03-02 17:26:00.000000,2024-03-02 17:26:12.000000,2024-03-02 17:31:56.000000,Volajúci ukončil hovor,Stredná,Strazske,74,2062
1502,2024-07-22 19:41:00.000000,2024-07-22 19:41:14.000000,2024-07-22 19:42:39.000000,Volajúci ukončil hovor,Nízka,Ludanice,15,2045
1503,2025-02-05 18:04:00.000000,2025-02-05 18:04:12.000000,2025-02-05 18:06:53.000000,Dispečer ukončil hovor,Stredná,Cecejovce,60,1060
1504,2024-04-09 17:42:00.000000,2024-04-09 17:42:13.000000,2024-04-09 17:44:44.000000,Volajúci ukončil hovor,Stredná,Povina,88,2849
1505,2024-11-02 16:27:00.000000,2024-11-02 16:27:04.000000,2024-11-02 16:29:03.000000,Dispečer ukončil hovor,Stredná,Sebestanova 169,82,2084
1506,2024-04-01 12:40:00.000000,2024-04-01 12:40:14.000000,2024-04-01 12:48:37.000000,Dispečer ukončil hovor,Nízka,Praha 2,47,1955
1507,2024-04-28 14:03:00.000000,2024-04-28 14:03:15.000000,2024-04-28 14:10:24.000000,Dispečer ukončil hovor,Nízka,Chrenovec,60,732
1508,2024-06-23 17:57:00.000000,2024-06-23 17:57:06.000000,2024-06-23 18:05:31.000000,Volajúci ukončil hovor,Nízka,Turcians. Stiavnicka,97,2000
1509,2024-07-17 16:32:00.000000,2024-07-17 16:32:01.000000,2024-07-17 16:39:36.000000,Volajúci ukončil hovor,Nízka,Zazriva,61,1771
1510,2024-11-22 13:46:00.000000,2024-11-22 13:46:07.000000,2024-11-22 13:50:26.000000,Dispečer ukončil hovor,Nízka,Kosice,67,324
1511,2024-08-20 08:27:00.000000,2024-08-20 08:27:03.000000,2024-08-20 08:30:51.000000,Dispečer ukončil hovor,Stredná,Lubica,76,859
1512,2025-01-22 14:30:00.000000,2025-01-22 14:30:13.000000,2025-01-22 14:34:35.000000,Volajúci ukončil hovor,Vysoká,Sarisske Bohdanovce,16,1915
1513,2025-01-29 09:13:00.000000,2025-01-29 09:13:10.000000,2025-01-29 09:15:57.000000,Volajúci ukončil hovor,Stredná,Giraltovce,64,1491
1514,2024-10-11 19:20:00.000000,2024-10-11 19:20:04.000000,2024-10-11 19:20:37.000000,Dispečer ukončil hovor,Stredná,Bratislava,66,956
1515,2025-02-02 12:49:00.000000,2025-02-02 12:49:11.000000,2025-02-02 12:56:46.000000,Volajúci ukončil hovor,Nízka,Bolesov,1,2716
1516,2024-09-02 13:46:00.000000,2024-09-02 13:46:13.000000,2024-09-02 13:51:18.000000,Dispečer ukončil hovor,Stredná,Slatinske Lazy,5,2737
1517,2024-04-13 09:33:00.000000,2024-04-13 09:33:09.000000,2024-04-13 09:38:39.000000,Volajúci ukončil hovor,Nízka,Otrokovice,46,634
1518,2024-05-18 19:51:00.000000,2024-05-18 19:51:02.000000,2024-05-18 19:53:32.000000,Dispečer ukončil hovor,Žiadna,Hendrichovce,95,145
1519,2024-08-06 19:42:00.000000,2024-08-06 19:42:13.000000,2024-08-06 19:45:30.000000,Volajúci ukončil hovor,Stredná,Prakovce,6,1361
1520,2024-11-02 12:13:00.000000,2024-11-02 12:13:11.000000,2024-11-02 12:17:53.000000,Dispečer ukončil hovor,Stredná,Trencin 8,57,764
1521,2024-06-08 19:15:00.000000,2024-06-08 19:15:13.000000,2024-06-08 19:16:39.000000,Volajúci ukončil hovor,Stredná,Nemsova,1,566
1522,2024-04-15 11:29:00.000000,2024-04-15 11:29:10.000000,2024-04-15 11:39:04.000000,Dispečer ukončil hovor,Stredná,Krusetnica,83,2981
1523,2024-10-23 18:12:00.000000,2024-10-23 18:12:04.000000,2024-10-23 18:17:39.000000,Dispečer ukončil hovor,Stredná,Vavrisovo,97,1798
1524,2024-03-09 17:40:00.000000,2024-03-09 17:40:08.000000,2024-03-09 17:41:22.000000,Volajúci ukončil hovor,Stredná,Zilina-Visnove,95,819
1525,2024-04-14 12:54:00.000000,2024-04-14 12:54:05.000000,2024-04-14 12:59:32.000000,Volajúci ukončil hovor,Žiadna,Utekac,21,2100
1526,2024-04-13 11:00:00.000000,2024-04-13 11:00:03.000000,2024-04-13 11:03:32.000000,Volajúci ukončil hovor,Stredná,Cernik,13,1233
1527,2024-07-07 15:18:00.000000,2024-07-07 15:18:03.000000,2024-07-07 15:22:54.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Kysucky Lieskovec,90,2000
1528,2024-08-28 08:46:00.000000,2024-08-28 08:46:04.000000,2024-08-28 08:51:50.000000,Volajúci ukončil hovor,Žiadna,Vlachovo,69,1046
1529,2024-05-07 15:38:00.000000,2024-05-07 15:38:04.000000,2024-05-07 15:43:15.000000,Dispečer ukončil hovor,Vysoká,Cabradsky Vrbovok,8,929
1530,2024-06-02 10:42:00.000000,2024-06-02 10:42:04.000000,2024-06-02 10:49:38.000000,Volajúci ukončil hovor,Nízka,Sala 5,11,1505
1531,2024-06-27 12:31:00.000000,2024-06-27 12:31:13.000000,2024-06-27 12:37:10.000000,Volajúci ukončil hovor,Vysoká,Budatin - Zilina,43,2351
1532,2025-02-05 12:36:00.000000,2025-02-05 12:36:10.000000,2025-02-05 12:39:49.000000,Dispečer ukončil hovor,Žiadna,Studenka,14,1861
1533,2024-12-12 11:09:00.000000,2024-12-12 11:09:03.000000,2024-12-12 11:11:27.000000,Dispečer ukončil hovor,Stredná,Aleksince,54,2490
1534,2024-09-17 15:56:00.000000,2024-09-17 15:56:02.000000,2024-09-17 15:59:03.000000,Volajúci ukončil hovor,Vysoká,Zborov,13,2042
1535,2024-07-17 19:59:00.000000,2024-07-17 19:59:09.000000,2024-07-17 20:01:20.000000,Dispečer ukončil hovor,Stredná,Nizny Hrusov,83,1327
1536,2025-01-22 18:42:00.000000,2025-01-22 18:42:09.000000,2025-01-22 18:47:23.000000,Volajúci ukončil hovor,Nízka,Likava,91,1255
1537,2024-12-23 10:43:00.000000,2024-12-23 10:43:01.000000,2024-12-23 10:47:34.000000,Volajúci ukončil hovor,Vysoká,Melcice-Lieskove,60,1377
1538,2024-11-15 19:51:00.000000,2024-11-15 19:51:08.000000,2024-11-15 19:51:48.000000,Volajúci ukončil hovor,Stredná,Kosecke Podhradie,69,2594
1539,2024-02-17 12:14:00.000000,2024-02-17 12:14:10.000000,2024-02-17 12:20:11.000000,Dispečer ukončil hovor,Stredná,Tvrdosin,41,2484
1540,2024-07-24 19:58:00.000000,2024-07-24 19:58:11.000000,2024-07-24 20:04:06.000000,Volajúci ukončil hovor,Stredná,Michal nad Zitavou,78,2902
1541,2024-06-27 12:18:00.000000,2024-06-27 12:18:03.000000,2024-06-27 12:23:31.000000,Volajúci ukončil hovor,Nízka,Usti nad Labem,81,2972
1542,2024-05-17 18:31:00.000000,2024-05-17 18:31:07.000000,2024-05-17 18:33:59.000000,Dispečer ukončil hovor,Nízka,Krakovany,8,2053
1543,2024-10-14 12:32:00.000000,2024-10-14 12:32:14.000000,2024-10-14 12:39:53.000000,Dispečer ukončil hovor,Nízka,Leopoldov,45,2740
1544,2024-05-08 12:10:00.000000,2024-05-08 12:10:07.000000,2024-05-08 12:12:16.000000,Dispečer ukončil hovor,Stredná,Levice,82,651
1545,2025-01-25 19:39:00.000000,2025-01-25 19:39:06.000000,2025-01-25 19:41:29.000000,Dispečer ukončil hovor,Žiadna,Partizanska Lupca,40,2528
1546,2024-11-28 18:57:00.000000,2024-11-28 18:57:06.000000,2024-11-28 18:59:36.000000,Dispečer ukončil hovor,Stredná,Chmelnica,52,136
1547,2024-03-02 19:25:00.000000,2024-03-02 19:25:06.000000,2024-03-02 19:32:32.000000,Dispečer ukončil hovor,Stredná,Podkonice,50,2715
1548,2024-07-21 14:56:00.000000,2024-07-21 14:56:09.000000,2024-07-21 14:58:49.000000,Volajúci ukončil hovor,Stredná,Nemce,79,2
1549,2024-03-16 15:32:00.000000,2024-03-16 15:32:04.000000,2024-03-16 15:39:02.000000,Volajúci ukončil hovor,Stredná,Velke Slemence,66,26
1550,2024-05-07 11:38:00.000000,2024-05-07 11:38:08.000000,2024-05-07 11:43:10.000000,Volajúci ukončil hovor,Nízka,Trinec 5,2,1865
1551,2024-03-11 17:36:00.000000,2024-03-11 17:36:08.000000,2024-03-11 17:45:28.000000,"Chyba (strata signálu, vybitá batéria)",Vysoká,Ludrova,15,1802
1552,2024-09-16 13:46:00.000000,2024-09-16 13:46:05.000000,2024-09-16 13:48:42.000000,Volajúci ukončil hovor,Nízka,Vechec,91,468
1553,2025-01-07 09:27:00.000000,2025-01-07 09:27:06.000000,2025-01-07 09:27:40.000000,Volajúci ukončil hovor,Stredná,Presov,1,2241
1554,2025-02-06 13:55:00.000000,2025-02-06 13:55:11.000000,2025-02-06 14:02:19.000000,Dispečer ukončil hovor,Stredná,Banska Stiavnica,1,1829
1555,2024-03-23 18:05:00.000000,2024-03-23 18:05:06.000000,2024-03-23 18:11:43.000000,Volajúci ukončil hovor,Vysoká,Bardejov,31,873
1556,2024-07-28 17:17:00.000000,2024-07-28 17:17:13.000000,2024-07-28 17:23:39.000000,Dispečer ukončil hovor,Stredná,Cierna nad Tisou,9,661
1557,2024-05-30 11:23:00.000000,2024-05-30 11:23:08.000000,2024-05-30 11:31:18.000000,Volajúci ukončil hovor,Stredná,Visnove,52,458
1558,2024-06-08 19:36:00.000000,2024-06-08 19:36:02.000000,2024-06-08 19:44:56.000000,Dispečer ukončil hovor,Nízka,Velke Rovne,59,2743
1559,2024-03-06 14:18:00.000000,2024-03-06 14:18:10.000000,2024-03-06 14:26:19.000000,Dispečer ukončil hovor,Nízka,Velke Lovce,35,1401
1560,2024-07-06 09:53:00.000000,2024-07-06 09:53:01.000000,2024-07-06 09:55:17.000000,Volajúci ukončil hovor,Nízka,Krompachy,29,2205
1561,2024-04-22 15:46:00.000000,2024-04-22 15:46:06.000000,2024-04-22 15:50:27.000000,Volajúci ukončil hovor,Vysoká,Frickovce,44,655
1562,2024-11-01 18:18:00.000000,2024-11-01 18:18:02.000000,2024-11-01 18:27:15.000000,Dispečer ukončil hovor,Nízka,Olomouc,2,60
1563,2024-02-20 19:36:00.000000,2024-02-20 19:36:05.000000,2024-02-20 19:39:00.000000,Dispečer ukončil hovor,Stredná,Trencin,3,2613
1564,2024-10-04 19:18:00.000000,2024-10-04 19:18:08.000000,2024-10-04 19:18:54.000000,Volajúci ukončil hovor,Stredná,Dolny Stal,79,1178
1565,2024-06-28 10:40:00.000000,2024-06-28 10:40:14.000000,2024-06-28 10:43:30.000000,Dispečer ukončil hovor,Vysoká,Boskovice,63,1613
1566,2024-10-13 14:51:00.000000,2024-10-13 14:51:13.000000,2024-10-13 14:56:50.000000,Volajúci ukončil hovor,Stredná,Kojetin,50,2669
1567,2025-02-06 18:28:00.000000,2025-02-06 18:28:09.000000,2025-02-06 18:33:49.000000,Volajúci ukončil hovor,Nízka,Bzenov,55,101
1568,2024-10-09 09:31:00.000000,2024-10-09 09:31:04.000000,2024-10-09 09:40:59.000000,Dispečer ukončil hovor,Vysoká,Partizanska Lupca,73,2004
1569,2025-02-01 08:07:00.000000,2025-02-01 08:07:02.000000,2025-02-01 08:12:21.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Trencianske Stankovc,65,433
1570,2024-12-19 11:45:00.000000,2024-12-19 11:45:02.000000,2024-12-19 11:51:56.000000,Volajúci ukončil hovor,Stredná,Valaska Bela,84,2492
1571,2024-10-07 14:50:00.000000,2024-10-07 14:50:13.000000,2024-10-07 14:52:48.000000,Volajúci ukončil hovor,Nízka,Trencin 8,72,2813
1572,2024-03-25 14:15:00.000000,2024-03-25 14:15:07.000000,2024-03-25 14:24:22.000000,Dispečer ukončil hovor,Žiadna,Skalka nad Vahom,65,441
1573,2024-06-18 16:17:00.000000,2024-06-18 16:17:10.000000,2024-06-18 16:19:49.000000,Dispečer ukončil hovor,Stredná,Bzenov,99,2750
1574,2024-12-08 16:54:00.000000,2024-12-08 16:54:05.000000,2024-12-08 16:58:40.000000,Volajúci ukončil hovor,Stredná,Vranov,67,411
1575,2024-04-30 15:50:00.000000,2024-04-30 15:50:11.000000,2024-04-30 15:52:57.000000,Volajúci ukončil hovor,Stredná,Dohnany,55,2328
1576,2024-05-26 12:48:00.000000,2024-05-26 12:48:08.000000,2024-05-26 12:54:45.000000,Volajúci ukončil hovor,Stredná,Zaskov,100,260
1577,2024-02-20 08:26:00.000000,2024-02-20 08:26:03.000000,2024-02-20 08:33:49.000000,Volajúci ukončil hovor,Stredná,Lucky,60,580
1578,2024-11-23 11:46:00.000000,2024-11-23 11:46:08.000000,2024-11-23 11:49:24.000000,Volajúci ukončil hovor,Nízka,Pobedim,2,2726
1579,2024-05-21 17:07:00.000000,2024-05-21 17:07:14.000000,2024-05-21 17:13:30.000000,Volajúci ukončil hovor,Nízka,Adamov,67,1905
1580,2025-01-02 09:35:00.000000,2025-01-02 09:35:02.000000,2025-01-02 09:42:31.000000,Volajúci ukončil hovor,Vysoká,Dulov  - Pruske,67,2843
1581,2024-04-06 11:25:00.000000,2024-04-06 11:25:06.000000,2024-04-06 11:30:42.000000,Dispečer ukončil hovor,Stredná,Krasno nad Kysucou,26,2720
1582,2024-10-07 16:35:00.000000,2024-10-07 16:35:13.000000,2024-10-07 16:36:21.000000,Volajúci ukončil hovor,Nízka,Bela - Dulice,39,400
1583,2024-10-19 08:42:00.000000,2024-10-19 08:42:10.000000,2024-10-19 08:52:07.000000,Volajúci ukončil hovor,Vysoká,Prasice,33,2935
1584,2024-03-14 16:17:00.000000,2024-03-14 16:17:14.000000,2024-03-14 16:21:15.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Predajna,44,2787
1585,2025-01-13 16:48:00.000000,2025-01-13 16:48:13.000000,2025-01-13 16:54:56.000000,Dispečer ukončil hovor,Vysoká,Komarno,77,2577
1586,2024-05-05 19:26:00.000000,2024-05-05 19:26:11.000000,2024-05-05 19:34:32.000000,Dispečer ukončil hovor,Nízka,Dolny Kubin,88,2015
1587,2024-02-16 17:02:00.000000,2024-02-16 17:02:11.000000,2024-02-16 17:07:44.000000,Volajúci ukončil hovor,Nízka,Helpa,86,1655
1588,2024-07-22 15:37:00.000000,2024-07-22 15:37:10.000000,2024-07-22 15:40:24.000000,Dispečer ukončil hovor,Nízka,Dezerice,6,1407
1589,2024-03-20 10:37:00.000000,2024-03-20 10:37:02.000000,2024-03-20 10:46:38.000000,Volajúci ukončil hovor,Stredná,Ruban,16,2271
1590,2024-11-05 17:50:00.000000,2024-11-05 17:50:14.000000,2024-11-05 18:00:02.000000,Dispečer ukončil hovor,Stredná,Bratislava,86,1626
1591,2024-04-18 10:38:00.000000,2024-04-18 10:38:15.000000,2024-04-18 10:45:50.000000,Volajúci ukončil hovor,Stredná,Pozdisovce,64,1112
1592,2024-07-19 15:53:00.000000,2024-07-19 15:53:02.000000,2024-07-19 15:55:39.000000,Volajúci ukončil hovor,Vysoká,Vysoka nad Kysucou,39,596
1593,2024-10-04 15:39:00.000000,2024-10-04 15:39:14.000000,2024-10-04 15:43:53.000000,Dispečer ukončil hovor,Nízka,Svrcinovec,75,2116
1594,2025-02-03 18:22:00.000000,2025-02-03 18:22:12.000000,2025-02-03 18:23:04.000000,Dispečer ukončil hovor,Vysoká,Sturovo,65,1365
1595,2024-05-09 11:16:00.000000,2024-05-09 11:16:07.000000,2024-05-09 11:18:11.000000,Dispečer ukončil hovor,Vysoká,Velke Ripnany,45,966
1596,2024-04-08 14:08:00.000000,2024-04-08 14:08:11.000000,2024-04-08 14:13:55.000000,Volajúci ukončil hovor,Stredná,Moravany nad Vahom,24,1546
1597,2024-03-15 13:10:00.000000,2024-03-15 13:10:06.000000,2024-03-15 13:14:12.000000,Dispečer ukončil hovor,Stredná,Bodina-Precin,77,1258
1598,2024-04-14 14:09:00.000000,2024-04-14 14:09:08.000000,2024-04-14 14:18:49.000000,Dispečer ukončil hovor,Stredná,Sered,85,1759
1599,2024-11-17 08:20:00.000000,2024-11-17 08:20:05.000000,2024-11-17 08:27:01.000000,Volajúci ukončil hovor,Vysoká,Tesarske Mlynany 269,5,2764
1600,2024-09-11 14:28:00.000000,2024-09-11 14:28:08.000000,2024-09-11 14:31:16.000000,Volajúci ukončil hovor,Nízka,Sumperk,84,2991
1601,2024-05-19 14:46:00.000000,2024-05-19 14:46:07.000000,2024-05-19 14:46:49.000000,Dispečer ukončil hovor,Vysoká,Ruzomberok,74,1174
1602,2025-01-13 13:32:00.000000,2025-01-13 13:32:02.000000,2025-01-13 13:39:27.000000,Volajúci ukončil hovor,Stredná,Nizna,98,368
1603,2025-01-17 11:00:00.000000,2025-01-17 11:00:10.000000,2025-01-17 11:08:24.000000,Volajúci ukončil hovor,Stredná,Michalova,62,636
1604,2024-04-27 08:19:00.000000,2024-04-27 08:19:07.000000,2024-04-27 08:25:01.000000,Volajúci ukončil hovor,Žiadna,Louka,6,80
1605,2025-01-23 09:48:00.000000,2025-01-23 09:48:11.000000,2025-01-23 09:51:14.000000,Dispečer ukončil hovor,Stredná,Prakovce,98,2801
1606,2024-08-03 18:56:00.000000,2024-08-03 18:56:07.000000,2024-08-03 19:04:05.000000,"Chyba (strata signálu, vybitá batéria)",Žiadna,Nitra 11,39,2699
1607,2024-08-03 15:40:00.000000,2024-08-03 15:40:13.000000,2024-08-03 15:49:27.000000,Volajúci ukončil hovor,Nízka,Komoca,45,2
1608,2024-06-28 10:40:00.000000,2024-06-28 10:40:10.000000,2024-06-28 10:43:06.000000,Dispečer ukončil hovor,Stredná,Zelovce,47,1155
1609,2024-09-11 16:52:00.000000,2024-09-11 16:52:03.000000,2024-09-11 17:00:43.000000,Dispečer ukončil hovor,Stredná,Samorin,16,167
1610,2024-09-28 08:27:00.000000,2024-09-28 08:27:15.000000,2024-09-28 08:33:47.000000,Dispečer ukončil hovor,Stredná,Pecovska Nova Ves,57,2204
1611,2024-07-18 10:19:00.000000,2024-07-18 10:19:01.000000,2024-07-18 10:21:55.000000,Volajúci ukončil hovor,Stredná,Cierne,56,1501
1612,2024-11-07 19:23:00.000000,2024-11-07 19:23:08.000000,2024-11-07 19:26:38.000000,Volajúci ukončil hovor,Nízka,Liptovsky Hradok,48,1891
1613,2024-04-10 14:31:00.000000,2024-04-10 14:31:13.000000,2024-04-10 14:35:22.000000,Dispečer ukončil hovor,Stredná,Zemplinske Hamre,31,1264
1614,2024-11-29 08:42:00.000000,2024-11-29 08:42:12.000000,2024-11-29 08:47:06.000000,"Chyba (strata signálu, vybitá batéria)",Stredná,Radola,38,2022
1615,2024-04-07 11:24:00.000000,2024-04-07 11:24:13.000000,2024-04-07 11:32:04.000000,Volajúci ukončil hovor,Nízka,Zilina,6,2717
1616,2024-06-17 17:43:00.000000,2024-06-17 17:43:12.000000,2024-06-17 17:51:03.000000,Volajúci ukončil hovor,Stredná,Hradec Kralove,22,1552
1617,2024-08-06 09:29:00.000000,2024-08-06 09:29:02.000000,2024-08-06 09:32:04.000000,Dispečer ukončil hovor,Nízka,Partizanske,63,2
1618,2024-10-15 14:42:00.000000,2024-10-15 14:42:02.000000,2024-10-15 14:48:15.000000,Dispečer ukončil hovor,Nízka,Sahy,97,757
1619,2025-01-14 17:08:00.000000,2025-01-14 17:08:15.000000,2025-01-14 17:09:01.000000,Volajúci ukončil hovor,Stredná,Zakamenne,6,2455
1620,2024-09-21 12:39:00.000000,2024-09-21 12:39:12.000000,2024-09-21 12:40:14.000000,Volajúci ukončil hovor,Stredná,Lietava,33,939
1621,2024-02-13 18:29:00.000000,2024-02-13 18:29:10.000000,2024-02-13 18:34:23.000000,Volajúci ukončil hovor,Stredná,Cabaj - Capor,97,2175
1622,2024-07-28 17:03:00.000000,2024-07-28 17:03:02.000000,2024-07-28 17:09:24.000000,Dispečer ukončil hovor,Žiadna,Lubela,92,1082
1623,2024-03-11 13:15:00.000000,2024-03-11 13:15:13.000000,2024-03-11 13:16:34.000000,Dispečer ukončil hovor,Nízka,Kralovsky Chlmec,77,2160
1624,2024-10-13 15:24:00.000000,2024-10-13 15:24:02.000000,2024-10-13 15:26:33.000000,Dispečer ukončil hovor,Stredná,Sulov,82,2886
1625,2024-09-10 13:05:00.000000,2024-09-10 13:05:07.000000,2024-09-10 13:09:23.000000,Dispečer ukončil hovor,Vysoká,Krasno nad Kysucou,42,978
1626,2024-07-02 19:05:00.000000,2024-07-02 19:05:09.000000,2024-07-02 19:07:12.000000,Dispečer ukončil hovor,Vysoká,Liptovske Revuce,77,2977
1627,2024-08-19 12:19:00.000000,2024-08-19 12:19:02.000000,2024-08-19 12:29:02.000000,Dispečer ukončil hovor,Nízka,Presov - Lubotice,24,1256
1628,2024-06-29 14:39:00.000000,2024-06-29 14:39:09.000000,2024-06-29 14:44:24.000000,Volajúci ukončil hovor,Stredná,Frydek-Mistek,42,351
1629,2024-09-25 16:23:00.000000,2024-09-25 16:23:09.000000,2024-09-25 16:29:19.000000,Dispečer ukončil hovor,Stredná,Nove Zamky,92,1710
1630,2024-02-20 10:33:00.000000,2024-02-20 10:33:07.000000,2024-02-20 10:37:11.000000,Volajúci ukončil hovor,Stredná,Zubrohlava,41,1555
1631,2024-08-22 16:11:00.000000,2024-08-22 16:11:07.000000,2024-08-22 16:12:02.000000,Dispečer ukončil hovor,Vysoká,Frydek-Mistek,100,2770
1632,2024-05-09 19:08:00.000000,2024-05-09 19:08:11.000000,2024-05-09 19:14:26.000000,Volajúci ukončil hovor,Stredná,Brezovka,67,2825
1633,2024-05-25 18:43:00.000000,2024-05-25 18:43:07.000000,2024-05-25 18:52:19.000000,Volajúci ukončil hovor,Vysoká,Kysucky Lieskovec,16,1848
1634,2024-06-30 18:20:00.000000,2024-06-30 18:20:08.000000,2024-06-30 18:23:01.000000,Dispečer ukončil hovor,Stredná,Bystricka,64,2406
1635,2024-05-31 19:43:00.000000,2024-05-31 19:43:09.000000,2024-05-31 19:52:59.000000,"Chyba (strata signálu, vybitá batéria)",Stredná,Nitra 11,16,434
1636,2024-07-06 18:08:00.000000,2024-07-06 18:08:08.000000,2024-07-06 18:14:33.000000,Dispečer ukončil hovor,Žiadna,Poprad - Matejovce,13,12
1637,2024-04-24 17:37:00.000000,2024-04-24 17:37:11.000000,2024-04-24 17:38:18.000000,Volajúci ukončil hovor,Vysoká,Kladno,43,2993
1638,2024-08-30 18:43:00.000000,2024-08-30 18:43:11.000000,2024-08-30 18:45:09.000000,Volajúci ukončil hovor,Stredná,Hradok nad Vahom,58,2405
1639,2024-02-15 11:51:00.000000,2024-02-15 11:51:03.000000,2024-02-15 11:56:01.000000,Volajúci ukončil hovor,Stredná,Nove Zamky,53,1282
1640,2024-06-23 13:29:00.000000,2024-06-23 13:29:05.000000,2024-06-23 13:36:06.000000,Volajúci ukončil hovor,Stredná,Sered,100,1783
1641,2024-05-06 13:27:00.000000,2024-05-06 13:27:08.000000,2024-05-06 13:31:06.000000,Dispečer ukončil hovor,Nízka,Jablonica,10,2075
1642,2024-09-21 14:01:00.000000,2024-09-21 14:01:14.000000,2024-09-21 14:03:19.000000,Dispečer ukončil hovor,Nízka,Sered,81,1058
1643,2024-09-28 13:05:00.000000,2024-09-28 13:05:15.000000,2024-09-28 13:10:14.000000,Dispečer ukončil hovor,Nízka,Novot,58,2863
1644,2024-03-09 19:36:00.000000,2024-03-09 19:36:08.000000,2024-03-09 19:37:19.000000,Volajúci ukončil hovor,Stredná,Chmelnica,33,785
1645,2024-02-12 10:57:00.000000,2024-02-12 10:57:11.000000,2024-02-12 10:58:34.000000,Volajúci ukončil hovor,Stredná,Sihelne,5,751
1646,2025-01-17 18:46:00.000000,2025-01-17 18:46:08.000000,2025-01-17 18:55:13.000000,Volajúci ukončil hovor,Stredná,Trencin,96,2492
1647,2024-10-22 11:41:00.000000,2024-10-22 11:41:09.000000,2024-10-22 11:48:21.000000,Volajúci ukončil hovor,Nízka,Cavoj,37,23
1648,2024-07-23 08:22:00.000000,2024-07-23 08:22:02.000000,2024-07-23 08:27:46.000000,Volajúci ukončil hovor,Stredná,Medzilaborce,79,1770
1649,2024-11-16 11:42:00.000000,2024-11-16 11:42:04.000000,2024-11-16 11:44:13.000000,Dispečer ukončil hovor,Žiadna,Hradok nad Vahom,48,2928
1650,2024-10-09 15:18:00.000000,2024-10-09 15:18:04.000000,2024-10-09 15:26:55.000000,Volajúci ukončil hovor,Vysoká,Brodske,17,2766
1651,2024-07-15 11:55:00.000000,2024-07-15 11:55:13.000000,2024-07-15 12:00:36.000000,Volajúci ukončil hovor,Nízka,Komarno,17,1748
1652,2024-08-04 11:11:00.000000,2024-08-04 11:11:13.000000,2024-08-04 11:20:34.000000,Volajúci ukončil hovor,Nízka,Velke Zaluzie,33,69
1653,2024-02-27 11:27:00.000000,2024-02-27 11:27:06.000000,2024-02-27 11:33:12.000000,Volajúci ukončil hovor,Stredná,Pochabany-Velke Host,31,53
1654,2024-06-19 08:49:00.000000,2024-06-19 08:49:06.000000,2024-06-19 08:55:56.000000,Volajúci ukončil hovor,Nízka,Rakovec nad Ondavou,36,1898
1655,2024-12-16 19:47:00.000000,2024-12-16 19:47:07.000000,2024-12-16 19:54:24.000000,Dispečer ukončil hovor,Vysoká,Martin,12,2996
